Gender,Missing_Income,Income_Category,Missing_Education,Education_Level,Marital_Divorced,Marital_Married,Marital_Single,Marital_Unknown,Card_Blue,Card_Gold,Card_Platinum,Card_Silver,Customer_Age,Credit_Limit,Avg_Utilization_Ratio,Total_Trans_Amt,Dependent_count,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1
1,0,5,0,4,0,0,1,0,1,0,0,0,36,24457.0,0.053,2739,3,6,2,4,1300,0.914,0.912
1,0,5,1,4,0,0,1,0,1,0,0,0,32,14244.0,0.11699999999999999,2729,3,6,2,2,1673,0.6990000000000001,0.535
1,0,4,0,6,0,0,1,0,1,0,0,0,48,6572.0,0.063,1766,4,3,3,4,417,0.584,0.5329999999999999
0,1,1,0,1,0,1,0,0,1,0,0,0,50,23381.0,0.039,4357,2,5,3,2,905,0.645,0.521
0,0,1,0,1,0,1,0,0,1,0,0,0,39,3471.0,0.725,1771,2,5,3,2,2517,0.743,0.889
0,0,1,0,4,0,1,0,0,1,0,0,0,61,2250.0,0.46299999999999997,1339,0,4,2,1,1041,0.6779999999999999,0.867
0,1,1,1,4,0,1,0,0,1,0,0,0,65,15965.0,0.145,1619,1,5,3,2,2312,0.59,0.5379999999999999
0,0,1,0,2,1,0,0,0,1,0,0,0,45,9433.0,0.16699999999999998,3910,1,6,2,2,1578,0.66,0.653
1,0,5,0,1,1,0,0,0,1,0,0,0,34,9180.0,0.198,2646,3,4,3,3,1814,0.628,0.633
1,0,2,0,4,0,1,0,0,1,0,0,0,37,8818.0,0.163,1865,3,4,2,4,1437,0.649,0.938
0,0,1,0,4,0,0,1,0,1,0,0,0,44,4066.0,0.253,3888,3,5,1,3,1028,0.972,0.604
1,0,4,0,1,0,1,0,0,1,0,0,0,56,9031.0,0.17,1602,1,6,1,1,1535,0.69,0.591
1,0,2,1,4,0,0,1,0,1,0,0,0,36,9887.0,0.10099999999999999,2552,4,6,1,2,994,0.488,0.455
0,0,1,0,4,0,1,0,0,1,0,0,0,65,4161.0,0.599,1203,0,5,3,5,2491,0.41,0.579
1,0,1,0,4,0,0,1,0,1,0,0,0,26,2740.0,0.755,1997,0,6,3,3,2069,0.418,0.419
0,1,1,0,2,0,0,1,0,1,0,0,0,26,6152.0,0.0,968,0,1,2,4,0,0.391,0.5329999999999999
1,0,3,0,1,0,1,0,0,1,0,0,0,34,8167.0,0.213,2141,3,3,1,4,1740,1.455,0.7
1,0,5,0,3,0,1,0,0,1,0,0,0,51,23742.0,0.0,3783,2,6,2,4,0,0.769,0.6759999999999999
1,0,3,0,3,0,0,0,1,1,0,0,0,57,16791.0,0.07,2983,3,6,3,4,1181,0.55,0.682
1,0,4,0,4,1,0,0,0,1,0,0,0,30,26783.0,0.048,2495,0,6,1,2,1285,0.59,0.769
1,0,4,0,5,0,1,0,0,1,0,0,0,35,25516.0,0.053,2317,1,3,3,4,1363,1.172,0.727
1,0,2,0,4,0,1,0,0,1,0,0,0,32,4815.0,0.33,2501,0,3,3,2,1591,1.409,0.7140000000000001
1,1,1,0,4,0,1,0,0,1,0,0,0,62,3198.0,0.722,1402,1,5,2,2,2308,0.7240000000000001,0.8420000000000001
1,0,1,0,1,0,1,0,0,1,0,0,0,32,2218.0,0.765,730,1,1,3,3,1696,0.36700000000000005,0.429
1,0,4,0,2,0,1,0,0,1,0,0,0,53,23462.0,0.094,1387,3,4,2,3,2202,0.5710000000000001,0.65
1,0,3,0,3,0,1,0,0,1,0,0,0,55,2252.0,0.7709999999999999,1291,3,5,4,4,1737,0.685,0.5
0,0,1,1,4,0,0,1,0,1,0,0,0,26,2557.0,0.778,2266,1,4,3,3,1990,0.575,0.35700000000000004
0,0,1,0,4,0,0,1,0,1,0,0,0,35,2300.0,0.0,1485,0,5,3,4,0,0.877,0.478
0,0,1,0,4,0,1,0,0,1,0,0,0,31,3540.0,0.331,1912,0,3,1,1,1173,1.1059999999999999,0.667
1,0,3,1,4,0,0,1,0,1,0,0,0,53,22938.0,0.07400000000000001,3428,3,6,1,2,1700,0.636,0.5
1,0,2,0,4,0,1,0,0,1,0,0,0,45,13129.0,0.069,2564,2,5,1,3,901,0.825,0.474
1,0,4,1,4,0,0,1,0,0,0,0,1,39,34516.0,0.055,1668,3,5,3,2,1900,1.002,0.7140000000000001
0,0,1,0,2,0,1,0,0,1,0,0,0,61,3396.0,0.23600000000000002,1418,0,5,2,0,802,0.5479999999999999,0.5
0,0,1,0,1,0,0,1,0,1,0,0,0,31,4712.0,0.203,2568,0,4,3,4,955,0.855,0.59
1,0,3,0,4,0,0,1,0,1,0,0,0,37,7638.0,0.124,2336,2,4,2,2,947,0.682,0.611
1,0,3,0,5,0,1,0,0,1,0,0,0,41,2624.0,0.503,4189,3,4,2,2,1319,0.768,0.609
1,0,5,0,4,0,1,0,0,1,0,0,0,58,17934.0,0.08800000000000001,2005,3,5,2,5,1578,0.593,0.778
1,0,2,0,4,0,1,0,0,0,0,0,1,45,15198.0,0.138,3183,5,3,1,5,2098,0.8,0.73
0,0,1,0,2,0,1,0,0,1,0,0,0,57,3191.0,0.789,1501,4,5,3,4,2517,0.7190000000000001,0.591
1,0,3,1,4,0,0,1,0,1,0,0,0,35,6053.0,0.331,2208,1,6,3,2,2001,0.743,0.595
1,0,2,1,4,0,1,0,0,1,0,0,0,39,5510.0,0.368,1980,2,6,1,2,2027,0.898,0.68
1,0,5,0,6,0,1,0,0,1,0,0,0,55,12875.0,0.087,1624,3,4,3,1,1119,0.401,0.429
0,0,2,0,2,0,1,0,0,1,0,0,0,41,2602.0,0.573,3151,2,5,2,4,1490,0.66,0.66
0,0,1,0,1,0,1,0,0,1,0,0,0,55,2041.0,0.924,2118,0,4,3,1,1885,0.5870000000000001,0.778
0,0,1,0,4,0,1,0,0,1,0,0,0,52,2548.0,0.6609999999999999,2055,2,3,3,3,1683,0.75,0.636
1,0,5,0,4,0,1,0,0,1,0,0,0,57,4698.0,0.209,1865,2,6,3,1,984,0.373,0.45799999999999996
0,0,1,0,2,0,0,0,1,1,0,0,0,40,2222.0,0.698,3302,3,5,2,4,1551,0.932,0.585
1,0,4,0,2,0,1,0,0,1,0,0,0,47,8217.0,0.0,1848,4,3,3,4,0,0.6779999999999999,0.514
0,0,1,0,1,0,0,1,0,0,0,0,1,42,10091.0,0.0,3347,4,4,3,3,0,1.121,0.778
1,0,4,0,4,0,0,1,0,1,0,0,0,39,19074.0,0.0,3762,3,4,3,5,0,0.804,1.0
1,0,3,0,4,0,0,1,0,0,1,0,0,39,34516.0,0.016,3899,4,3,3,2,542,0.866,0.857
1,0,5,0,4,0,1,0,0,1,0,0,0,36,12852.0,0.151,1606,3,5,2,4,1945,0.659,0.941
1,0,3,0,1,0,1,0,0,1,0,0,0,36,12763.0,0.19699999999999998,2599,2,4,1,5,2517,1.631,0.917
1,0,1,0,4,0,1,0,0,1,0,0,0,29,2827.0,0.506,1608,0,6,2,4,1430,0.885,1.308
0,1,1,0,1,0,1,0,0,1,0,0,0,56,8242.0,0.0,1559,2,3,3,5,0,0.434,0.467
0,0,1,0,4,0,1,0,0,1,0,0,0,37,1825.0,0.7609999999999999,2878,4,4,3,1,1389,1.595,0.636
1,0,1,0,5,0,1,0,0,1,0,0,0,61,1438.3,0.0,1448,0,6,3,4,0,0.589,0.292
1,0,3,0,2,0,1,0,0,1,0,0,0,36,5497.0,0.276,1981,3,5,2,4,1517,0.624,0.35700000000000004
0,0,2,0,4,0,1,0,0,1,0,0,0,51,6778.0,0.128,3158,1,5,2,2,865,0.992,0.775
1,0,3,0,4,0,1,0,0,1,0,0,0,46,4267.0,0.0,1067,3,2,3,4,0,0.862,0.769
0,0,1,0,2,0,1,0,0,1,0,0,0,31,3273.0,0.769,2726,0,4,2,1,2517,1.465,0.727
1,0,2,0,6,0,0,1,0,1,0,0,0,33,9371.0,0.16399999999999998,2518,2,5,2,2,1541,0.7809999999999999,0.971
0,0,1,0,2,0,0,1,0,1,0,0,0,50,1438.3,0.461,2987,3,3,3,1,663,0.384,0.622
0,1,1,0,2,0,0,1,0,1,0,0,0,57,8389.0,0.23399999999999999,1334,3,1,4,2,1960,0.384,0.40700000000000003
1,1,1,0,6,0,0,1,0,1,0,0,0,65,28410.0,0.057,2278,0,3,2,2,1608,0.9129999999999999,1.139
1,0,2,0,2,0,1,0,0,1,0,0,0,48,6168.0,0.384,4303,2,3,2,1,2371,0.6679999999999999,0.509
0,1,1,1,4,0,0,1,0,1,0,0,0,57,2111.0,0.45799999999999996,3871,3,3,3,1,966,0.9229999999999999,0.706
0,0,2,1,4,0,1,0,0,1,0,0,0,63,3141.0,0.579,1539,1,3,1,3,1819,0.49700000000000005,0.522
0,0,2,0,4,1,0,0,0,1,0,0,0,50,8307.0,0.303,2293,2,6,2,5,2517,1.743,0.8
1,0,4,0,4,0,1,0,0,1,0,0,0,39,30753.0,0.054000000000000006,1780,3,4,2,3,1661,0.6809999999999999,0.941
1,0,3,0,3,0,1,0,0,1,0,0,0,39,2731.0,0.5760000000000001,1813,2,3,1,4,1573,0.943,0.727
0,0,1,1,4,0,1,0,0,1,0,0,0,39,2890.0,0.0,2040,4,6,1,4,0,0.545,0.44
1,0,5,1,4,0,0,1,0,1,0,0,0,52,34516.0,0.0,2848,1,6,1,2,0,1.03,0.75
1,0,4,0,4,0,1,0,0,1,0,0,0,37,8058.0,0.146,2774,1,6,3,1,1176,1.1640000000000001,0.625
0,1,1,0,1,0,1,0,0,1,0,0,0,50,5660.0,0.424,1932,2,6,1,4,2401,0.779,0.34600000000000003
1,0,3,1,4,0,1,0,0,1,0,0,0,59,4230.0,0.32299999999999995,1480,0,6,4,5,1366,0.63,0.45799999999999996
1,0,2,0,4,0,0,0,1,1,0,0,0,38,9515.0,0.0,4642,2,4,3,4,0,0.79,0.605
0,0,2,0,2,0,0,1,0,1,0,0,0,65,10962.0,0.142,2724,0,3,3,3,1559,0.708,0.6509999999999999
1,0,5,1,4,0,1,0,0,1,0,0,0,57,23848.0,0.08199999999999999,1591,1,6,2,4,1967,0.462,0.72
1,1,1,0,1,0,1,0,0,1,0,0,0,65,10144.0,0.128,1234,0,3,3,2,1295,0.758,1.182
0,0,2,0,4,0,1,0,0,1,0,0,0,38,2997.0,0.657,2807,4,4,3,4,1969,1.235,0.7140000000000001
1,0,4,0,3,0,0,1,0,1,0,0,0,41,2647.0,0.23399999999999999,2262,2,6,3,3,620,0.664,0.424
0,0,1,0,4,0,1,0,0,1,0,0,0,55,4580.0,0.284,1694,2,3,1,2,1300,0.519,0.7
1,1,1,0,5,0,1,0,0,1,0,0,0,28,2608.0,0.625,1822,0,4,1,2,1630,0.521,0.32
1,0,4,1,4,0,0,1,0,1,0,0,0,31,34516.0,0.034,2329,2,6,3,3,1180,0.8009999999999999,0.605
0,0,1,1,4,0,1,0,0,1,0,0,0,39,3156.0,0.664,2739,2,5,3,1,2095,1.281,0.75
0,1,1,0,4,0,1,0,0,1,0,0,0,44,24936.0,0.08199999999999999,1810,3,5,2,0,2053,0.716,0.727
1,0,4,0,3,0,1,0,0,1,0,0,0,55,26101.0,0.024,1472,3,3,2,1,614,0.397,0.41200000000000003
1,0,4,0,3,0,1,0,0,1,0,0,0,57,14270.0,0.0,1222,3,6,3,4,0,0.39799999999999996,0.423
1,1,1,0,2,0,1,0,0,1,0,0,0,28,25618.0,0.047,2157,0,5,3,5,1209,1.228,1.882
0,0,1,0,4,0,1,0,0,1,0,0,0,35,3230.0,0.779,1914,2,5,1,2,2517,0.677,0.348
0,0,1,0,3,0,1,0,0,1,0,0,0,46,8881.0,0.21,2632,4,3,3,3,1865,1.2790000000000001,1.077
0,1,1,0,1,0,0,1,0,1,0,0,0,65,11037.0,0.135,2429,1,3,3,5,1491,0.6509999999999999,0.75
0,1,1,0,1,0,1,0,0,1,0,0,0,50,16763.0,0.0,3626,2,6,2,5,0,0.88,0.6829999999999999
1,0,2,0,1,1,0,0,0,1,0,0,0,31,2621.0,0.557,2718,0,6,2,2,1461,0.775,0.775
1,0,4,1,4,0,0,1,0,1,0,0,0,49,4939.0,0.24100000000000002,3764,2,3,3,5,1190,0.557,0.524
0,0,1,0,3,0,0,1,0,1,0,0,0,50,4419.0,0.276,4535,3,5,3,4,1218,0.879,0.562
0,0,1,0,2,1,0,0,0,1,0,0,0,44,9235.0,0.19399999999999998,1739,4,5,1,4,1796,0.958,0.44799999999999995
0,0,1,0,2,0,1,0,0,1,0,0,0,63,3055.0,0.552,1405,1,6,1,3,1685,0.541,0.48100000000000004
1,0,4,0,4,1,0,0,0,1,0,0,0,41,19412.0,0.04,1576,1,6,2,3,770,0.755,0.9520000000000001
1,0,4,1,4,0,1,0,0,1,0,0,0,56,12786.0,0.147,1205,1,6,1,3,1880,0.7020000000000001,0.462
1,0,3,0,4,0,1,0,0,1,0,0,0,55,4666.0,0.273,1281,1,4,2,3,1275,0.397,0.75
0,0,1,0,3,0,0,1,0,1,0,0,0,48,4894.0,0.308,3277,4,4,3,3,1505,0.78,0.5579999999999999
1,0,5,0,2,0,0,1,0,1,0,0,0,35,27389.0,0.046,2754,2,4,2,3,1250,0.6409999999999999,0.46299999999999997
0,0,1,0,5,0,0,1,0,1,0,0,0,30,2132.0,0.374,3265,0,6,3,2,797,0.779,0.574
1,0,4,0,2,0,0,1,0,1,0,0,0,37,6590.0,0.0,2449,3,5,3,2,0,0.7140000000000001,0.634
0,0,1,0,4,0,1,0,0,1,0,0,0,53,3176.0,0.46299999999999997,1634,2,6,1,3,1470,0.38799999999999996,0.47200000000000003
1,0,3,0,4,0,0,1,0,1,0,0,0,37,4288.0,0.5479999999999999,2591,1,4,1,3,2349,0.718,0.541
0,1,1,0,1,0,0,1,0,1,0,0,0,65,20130.0,0.11699999999999999,2444,0,5,3,5,2355,0.716,0.633
1,0,1,0,6,0,0,1,0,1,0,0,0,48,5945.0,0.28300000000000003,3598,2,3,3,2,1685,0.9,0.718
1,0,2,0,4,0,1,0,0,1,0,0,0,37,3350.0,0.0,2849,1,3,1,4,0,1.3159999999999998,0.6940000000000001
1,0,3,0,2,0,1,0,0,1,0,0,0,35,4008.0,0.45899999999999996,2794,1,4,3,2,1841,1.504,1.148
0,0,1,0,4,0,0,1,0,1,0,0,0,35,5780.0,0.162,2960,3,3,3,2,938,0.988,0.757
0,0,2,0,2,0,0,0,1,1,0,0,0,49,2497.0,0.67,2922,2,4,1,2,1674,0.701,0.963
0,1,1,0,2,0,0,1,0,1,0,0,0,26,10286.0,0.222,2564,0,3,3,4,2286,0.6709999999999999,0.462
1,0,3,1,4,0,1,0,0,1,0,0,0,58,2347.0,0.922,1631,1,3,1,3,2163,0.615,0.29
0,1,1,0,1,0,0,1,0,1,0,0,0,29,23125.0,0.053,2536,2,4,1,2,1236,0.995,0.865
0,0,1,1,4,0,1,0,0,1,0,0,0,58,3034.0,0.83,1617,2,6,2,2,2517,0.63,1.4169999999999998
1,0,4,0,3,0,0,1,0,1,0,0,0,33,7081.0,0.265,2249,2,3,4,3,1874,0.6990000000000001,1.35
1,0,2,0,4,0,1,0,0,1,0,0,0,36,6824.0,0.27399999999999997,1933,2,5,1,3,1873,0.563,0.655
0,0,1,0,6,0,1,0,0,1,0,0,0,47,1438.3,0.537,2250,3,4,3,4,772,1.4509999999999998,0.905
1,0,1,0,4,0,1,0,0,1,0,0,0,41,2683.0,0.648,2274,2,3,2,2,1738,0.745,0.733
1,0,3,0,4,0,0,1,0,1,0,0,0,46,12280.0,0.08,4263,4,5,2,1,985,0.841,1.0
1,0,3,0,4,0,1,0,0,1,0,0,0,58,14607.0,0.10099999999999999,1393,4,3,2,2,1480,0.34600000000000003,0.462
0,0,1,0,6,0,0,1,0,1,0,0,0,53,2267.0,0.648,3709,1,4,3,3,1469,0.716,0.684
0,0,1,1,4,0,1,0,0,1,0,0,0,54,2556.0,0.884,1401,3,6,2,4,2260,0.48700000000000004,0.579
0,1,1,0,1,1,0,0,0,1,0,0,0,39,12512.0,0.053,2995,1,4,1,2,666,0.914,0.875
1,0,4,0,4,0,1,0,0,1,0,0,0,49,11332.0,0.083,3806,2,3,2,2,946,0.857,0.667
0,0,1,0,2,0,1,0,0,1,0,0,0,35,3073.0,0.171,1944,3,3,3,4,526,0.7020000000000001,0.618
1,0,5,0,3,0,1,0,0,0,0,0,1,47,34516.0,0.067,1805,3,6,3,3,2315,0.599,0.7040000000000001
1,0,3,0,4,0,1,0,0,1,0,0,0,38,5323.0,0.43200000000000005,1783,3,6,3,3,2301,0.68,0.65
1,0,4,0,4,0,1,0,0,1,0,0,0,56,9078.0,0.165,1543,1,3,1,0,1501,0.51,0.545
1,0,5,0,2,0,1,0,0,1,0,0,0,56,27029.0,0.05,1302,2,4,1,3,1347,0.381,0.42100000000000004
1,0,3,0,2,0,0,1,0,1,0,0,0,38,9859.0,0.132,4345,3,5,1,4,1305,0.722,0.674
1,0,4,0,3,0,0,1,0,1,0,0,0,46,4026.0,0.06,1102,3,1,4,3,243,0.738,0.8
1,0,2,0,2,0,0,1,0,1,0,0,0,37,2608.0,0.69,2565,1,3,2,3,1799,0.732,0.636
0,0,1,1,4,0,1,0,0,1,0,0,0,63,3552.0,0.7090000000000001,1342,0,4,1,4,2517,0.465,1.0
0,0,1,0,4,0,0,1,0,1,0,0,0,65,4613.0,0.35100000000000003,2328,1,6,2,2,1619,0.6970000000000001,0.722
1,0,4,0,3,0,1,0,0,1,0,0,0,38,10386.0,0.184,2119,4,5,2,4,1909,1.43,1.08
0,1,1,0,6,0,0,0,1,0,0,0,1,45,34516.0,0.038,1906,4,4,1,2,1298,0.757,0.773
1,0,2,0,3,0,0,1,0,1,0,0,0,26,2657.0,0.606,2349,0,5,2,3,1611,0.599,0.46399999999999997
0,0,1,0,4,0,1,0,0,1,0,0,0,58,5031.0,0.264,1433,2,4,2,3,1327,0.5529999999999999,0.889
1,0,5,0,1,0,1,0,0,1,0,0,0,48,34516.0,0.023,1312,3,5,2,4,787,0.763,0.6
0,0,2,1,4,0,0,1,0,1,0,0,0,26,1612.0,0.518,2148,0,6,2,4,835,0.588,0.379
0,0,1,0,4,0,0,1,0,1,0,0,0,48,2423.0,0.732,2038,3,6,2,2,1773,0.574,0.36200000000000004
1,0,4,0,4,0,1,0,0,1,0,0,0,33,7140.0,0.0,916,3,6,3,5,0,0.401,0.2
0,0,2,0,6,0,1,0,0,1,0,0,0,62,3377.0,0.281,1407,0,3,3,2,948,0.461,0.467
1,0,4,0,1,1,0,0,0,1,0,0,0,55,34516.0,0.07,1187,3,1,3,4,2408,0.7959999999999999,0.6
0,0,1,0,4,0,0,1,0,1,0,0,0,40,2295.0,0.0,3292,2,4,3,2,0,0.6990000000000001,0.8240000000000001
1,0,2,0,2,0,0,1,0,1,0,0,0,46,3150.0,0.49,3432,2,3,3,2,1543,0.998,0.972
1,0,2,0,2,0,1,0,0,1,0,0,0,58,2165.0,0.524,1541,1,3,2,5,1135,0.7070000000000001,0.833
1,0,3,0,4,0,0,0,1,1,0,0,0,47,4249.0,0.368,1881,2,3,2,4,1562,0.773,0.815
1,0,3,1,4,1,0,0,0,1,0,0,0,50,2966.0,0.483,1986,2,6,1,3,1433,0.49,0.613
1,0,5,0,4,0,1,0,0,1,0,0,0,53,1612.0,0.462,1564,1,6,3,2,744,0.636,0.5
1,0,3,0,4,0,1,0,0,1,0,0,0,45,14593.0,0.10300000000000001,3447,3,3,1,3,1504,0.6679999999999999,0.895
1,0,2,0,1,0,0,1,0,1,0,0,0,48,8327.0,0.18600000000000003,4428,4,6,3,2,1551,0.46299999999999997,0.8220000000000001
1,0,3,0,5,0,1,0,0,0,1,0,0,43,34516.0,0.046,4149,3,6,1,2,1580,0.7070000000000001,0.755
1,0,3,0,1,0,1,0,0,1,0,0,0,60,6479.0,0.215,1618,0,6,1,2,1393,0.46799999999999997,0.958
1,0,5,0,2,0,1,0,0,1,0,0,0,56,18442.0,0.08,1281,2,4,1,3,1470,0.491,0.8
0,0,2,0,3,0,1,0,0,1,0,0,0,43,2800.0,0.899,1994,3,5,3,2,2517,0.816,0.64
0,0,1,0,2,0,1,0,0,1,0,0,0,57,3032.0,0.731,1387,3,6,2,3,2215,0.408,0.579
0,0,2,0,1,0,1,0,0,1,0,0,0,52,2151.0,0.622,3446,1,6,3,3,1338,0.9259999999999999,1.0
0,1,1,1,4,0,1,0,0,1,0,0,0,56,24073.0,0.045,1341,1,6,3,2,1084,0.847,1.176
1,0,4,0,4,0,1,0,0,1,0,0,0,43,25517.0,0.013000000000000001,2508,1,4,2,3,321,0.769,0.294
1,0,3,0,4,0,1,0,0,1,0,0,0,38,7709.0,0.289,2520,3,3,1,2,2227,1.295,0.848
1,0,2,0,3,0,1,0,0,1,0,0,0,53,4065.0,0.536,1271,2,3,3,1,2180,0.321,0.2
0,1,1,0,4,1,0,0,0,1,0,0,0,52,13169.0,0.114,4370,1,3,2,4,1499,0.603,0.537
1,0,4,0,3,0,1,0,0,1,0,0,0,58,11811.0,0.212,1469,2,3,2,2,2508,0.47600000000000003,0.812
0,0,1,0,3,0,0,1,0,1,0,0,0,34,7440.0,0.095,2251,3,3,6,1,704,0.551,0.537
1,0,2,0,2,0,0,1,0,1,0,0,0,36,12714.0,0.077,2240,1,5,1,2,976,0.649,0.395
0,0,2,0,4,0,0,1,0,1,0,0,0,55,3735.0,0.53,1749,0,5,1,3,1978,0.675,0.5770000000000001
1,0,4,0,1,0,1,0,0,1,0,0,0,54,25882.0,0.066,1736,1,3,1,4,1699,0.428,0.371
1,0,2,0,3,0,1,0,0,1,0,0,0,36,3877.0,0.386,1942,2,4,3,1,1495,0.7829999999999999,0.75
0,1,1,0,4,0,0,1,0,1,0,0,0,35,3280.0,0.551,2534,2,4,3,0,1806,0.963,0.95
1,0,5,0,4,0,1,0,0,1,0,0,0,53,11023.0,0.0,1656,2,5,1,3,0,0.539,0.36700000000000005
0,0,1,0,4,0,0,0,1,1,0,0,0,48,6182.0,0.183,3546,3,4,2,2,1131,0.5660000000000001,0.615
1,0,2,0,1,0,0,1,0,1,0,0,0,37,2186.0,0.542,2614,3,3,3,4,1185,0.998,0.861
1,0,4,0,1,0,0,1,0,1,0,0,0,45,17996.0,0.048,1589,3,3,1,0,864,0.597,0.667
0,0,1,0,2,0,1,0,0,1,0,0,0,54,2306.0,0.9540000000000001,2097,1,6,2,3,2200,0.6970000000000001,0.541
1,0,3,0,2,0,0,1,0,0,0,0,1,38,26556.0,0.06,3168,2,4,3,4,1583,0.6940000000000001,0.738
0,0,1,0,3,0,1,0,0,1,0,0,0,35,5779.0,0.436,2102,2,3,3,2,2517,1.2009999999999998,1.133
0,0,1,0,1,0,0,1,0,1,0,0,0,36,5494.0,0.37799999999999995,2661,1,6,1,2,2078,0.79,0.871
1,0,5,0,5,0,1,0,0,1,0,0,0,33,7571.0,0.299,2273,1,6,1,0,2264,0.696,0.485
1,0,1,0,2,0,0,1,0,1,0,0,0,28,2897.0,0.483,2698,1,4,3,1,1398,0.907,0.872
0,0,2,0,1,0,0,1,0,1,0,0,0,36,3131.0,0.76,2315,2,3,2,4,2379,0.748,0.853
0,0,1,0,3,1,0,0,0,1,0,0,0,34,4274.0,0.589,2257,3,3,3,2,2517,0.6659999999999999,0.8
1,0,3,0,6,0,1,0,0,1,0,0,0,55,4980.0,0.182,2273,0,4,6,4,906,0.721,0.8859999999999999
0,0,1,0,5,0,1,0,0,1,0,0,0,61,3156.0,0.6829999999999999,1376,0,3,3,3,2155,0.43799999999999994,0.5710000000000001
0,0,1,0,4,0,1,0,0,1,0,0,0,44,6861.0,0.306,3974,2,5,1,0,2101,0.46399999999999997,0.909
1,0,4,0,4,0,1,0,0,1,0,0,0,54,15554.0,0.161,2836,1,3,3,2,2497,1.0270000000000001,0.605
1,0,4,0,2,0,1,0,0,1,0,0,0,39,26570.0,0.07200000000000001,2118,2,3,2,4,1915,1.454,1.062
1,0,3,1,4,0,1,0,0,1,0,0,0,51,22224.0,0.044000000000000004,3346,1,3,2,4,979,1.255,1.156
1,0,4,1,4,0,0,1,0,1,0,0,0,47,10606.0,0.162,2694,2,6,2,4,1713,0.899,0.9059999999999999
0,0,2,0,2,0,1,0,0,1,0,0,0,37,5865.0,0.429,2623,1,4,3,4,2517,1.348,1.35
0,0,2,0,4,0,0,0,1,1,0,0,0,47,5369.0,0.345,1898,3,5,2,3,1854,0.9590000000000001,0.7859999999999999
1,0,5,0,1,0,1,0,0,1,0,0,0,56,5188.0,0.145,1540,3,5,1,5,753,0.591,0.429
1,0,4,0,4,0,0,1,0,1,0,0,0,53,17742.0,0.08199999999999999,3369,1,4,2,4,1463,0.8029999999999999,0.774
1,0,2,0,4,0,1,0,0,1,0,0,0,62,2591.0,0.0,2123,0,5,1,5,0,0.601,0.6970000000000001
0,0,1,0,4,0,1,0,0,1,0,0,0,58,2800.0,0.655,1571,3,6,2,3,1834,0.615,0.636
1,0,4,0,2,0,1,0,0,1,0,0,0,57,6543.0,0.345,1519,1,3,2,2,2260,0.44799999999999995,0.632
0,1,1,0,6,0,0,1,0,1,0,0,0,54,26053.0,0.032,2768,1,6,3,4,829,0.669,0.628
0,0,2,0,3,0,0,1,0,1,0,0,0,33,6316.0,0.213,2401,3,6,3,5,1344,0.823,0.732
0,0,1,0,4,0,1,0,0,1,0,0,0,54,4658.0,0.126,1351,1,3,2,4,588,0.856,1.5
1,0,3,0,4,1,0,0,0,1,0,0,0,30,6476.0,0.0,2723,0,3,3,3,0,0.551,0.65
0,0,1,0,2,0,0,1,0,1,0,0,0,36,8087.0,0.156,2429,2,6,2,5,1263,0.615,0.643
1,0,3,0,4,0,1,0,0,1,0,0,0,60,9033.0,0.094,1661,2,3,1,2,845,0.6629999999999999,0.4
0,0,1,0,2,0,0,1,0,1,0,0,0,46,3206.0,0.0,3253,4,6,3,4,0,1.065,0.532
1,0,4,0,4,0,1,0,0,1,0,0,0,55,28751.0,0.075,1502,1,4,3,3,2158,0.536,0.789
1,0,4,0,2,0,1,0,0,1,0,0,0,55,2938.0,0.679,1352,1,3,3,3,1995,0.514,0.429
1,0,1,0,1,0,0,1,0,1,0,0,0,31,5715.0,0.305,2324,0,5,2,2,1741,0.816,1.03
0,0,1,0,1,1,0,0,0,1,0,0,0,55,2111.0,0.573,2803,3,3,2,1,1209,0.594,0.605
1,0,2,0,5,0,0,1,0,1,0,0,0,36,11862.0,0.192,2576,2,3,2,5,2282,0.8370000000000001,0.85
0,0,1,1,4,0,0,1,0,1,0,0,0,34,2791.0,0.774,2214,2,3,3,2,2160,0.825,0.6
0,0,1,0,4,0,0,1,0,1,0,0,0,33,6551.0,0.22,2429,1,3,2,4,1440,0.629,0.45299999999999996
1,0,2,0,5,0,0,1,0,1,0,0,0,30,4533.0,0.436,2679,2,5,3,5,1977,0.664,0.605
0,0,2,0,4,0,1,0,0,1,0,0,0,54,1854.0,0.8240000000000001,1307,2,5,3,0,1528,0.444,0.39299999999999996
1,0,4,0,1,0,1,0,0,1,0,0,0,53,6704.0,0.20199999999999999,1331,2,6,1,3,1354,0.41100000000000003,0.364
1,0,4,0,4,0,0,1,0,0,0,0,1,59,34516.0,0.043,3259,0,5,3,3,1494,1.229,0.585
1,0,5,0,3,0,0,1,0,1,0,0,0,41,5489.0,0.276,4085,2,6,3,2,1513,0.87,0.5479999999999999
1,0,2,0,1,0,1,0,0,1,0,0,0,45,10619.0,0.057,4074,3,3,1,1,607,0.883,0.47700000000000004
0,0,1,0,4,0,1,0,0,1,0,0,0,50,2481.0,0.519,1825,2,5,3,3,1287,0.465,0.821
1,0,3,0,1,0,1,0,0,1,0,0,0,57,5100.0,0.386,1032,2,4,4,1,1970,0.371,0.368
